query_id,queries,passages,labels
163774c7-0e7f-4eb2-84d3-40b135e1856e,根据上下文信息，你认为什么是半导体行业持续发展繁荣的内在动力？,历次的金融危机和泡沫破裂都会使得半导体行业在短期内下降，但是从长期来看，新产品的推出才是半导体行业持续发展繁荣的内在动力。半导体行业受行业本身供需以及新产品周期的影响。历次的金融危机和泡沫破裂都会使得半导体行业在短期内下降，但是从长期来看，新产品的推出才是半导体行业持续发展繁荣的内在动力。,1
163774c7-0e7f-4eb2-84d3-40b135e1856e,根据上下文信息，你认为什么是半导体行业持续发展繁荣的内在动力？,"坂本幸雄点评中国半导体产业差距

坂本幸雄：在运算用逻辑芯片领域，即使是中国顶尖的中芯国际，产品的最细电路线宽也只是14纳米，这已是7、8年前的技术。中芯国际的经营资源完全被用于增加14纳米以上的产能……",0
163774c7-0e7f-4eb2-84d3-40b135e1856e,根据上下文信息，你认为什么是半导体行业持续发展繁荣的内在动力？,我们认为，在芯片需求持续上升、国产化投资加快、国家战略支持的大背景下，中国大陆本土半导体制造企业的崛起有望带动一批本土优秀企业共同成长，国产设备有望借助大陆晶圆产线的密集投资而实现渗透率提升，迎来最好的时代。,0
163774c7-0e7f-4eb2-84d3-40b135e1856e,根据上下文信息，你认为什么是半导体行业持续发展繁荣的内在动力？,"因此，本土设备企业也面临最“坏”的时代，因为唯有技术准备充分的企业才能胜出。



▌新兴蓝海:汽车电子、人工智能直通未来，驱动行业不断发展

汽车电子有望成为半导体行业未来最大成长动能，汽车半导体市场会是未来半导体领域强劲的芯片终端应用市场。现阶段，PC、手机行业已经较为成熟，不再是半导体的最大成长动能，取而代之的是许多新的应用领域，汽车电子是突出代表。",0
163774c7-0e7f-4eb2-84d3-40b135e1856e,根据上下文信息，你认为什么是半导体行业持续发展繁荣的内在动力？,"第七代：英飞凌直接从第四代跳到第七代，因为第五代和第六代其实是过渡性的产品，不能真正的算一个代系。

图片

资料来源：资产信息网 千际投行

第三章 行业估值、定价机制和全球龙头企业

3.1 行业综合财务分析

半导体行业财务分析主要涉及对该行业公司的财务状况、经营绩效和投资价值等方面进行评估，帮助投资者做出投资决策。",0
32280a61-53e8-4ba3-9f14-93d8daa3ec9d,根据文中提到的信息，中国大陆半导体产业目前处于转移的哪个阶段？,"图 半导体产业链

图片

资料来源：资产信息网 千际投行

半导体产业转移将经历从初期、中期、后期到新一轮产业转移后期4个阶段。目前中国大陆半导体产业还处于转移的初期，一方面受益于工程师红利和技术的进步，成本优势显现，进口替代空间大。考虑到IC制造需要巨额资本投入，国内半导体产业将首先从轻资产的IC设计业开始。以国内IC金融卡芯片为例，目前基本由恩智浦等国际厂商垄断，全部靠进口。",1
32280a61-53e8-4ba3-9f14-93d8daa3ec9d,根据文中提到的信息，中国大陆半导体产业目前处于转移的哪个阶段？,"未来，晶体管可能会进一步缩小到纳米级别，这将使得半导体产品更小、更快、更省电。

新型存储技术：新型存储技术如固态硬盘（SSD）和三维堆叠存储（3D NAND）已经开始普及，它们具有更高的速度、更大的容量和更低的功耗。未来，这些技术有望得到进一步的改进和应用。

光电子器件：光电子器件将光学和电子学相结合，可以实现更快的数据传输和处理速度。未来，光电子技术可能会在计算机、通信、医疗等领域得到更广泛的应用。",0
32280a61-53e8-4ba3-9f14-93d8daa3ec9d,根据文中提到的信息，中国大陆半导体产业目前处于转移的哪个阶段？,"加速去库存

　　由于终端消费电子市场低迷，芯片设计企业上半年业绩同比普遍预降，但随着去库存推进，部分企业业绩触底企稳，并在二季度环比增长。

　　作为AIot（人工智能与物联网）芯片龙头，瑞芯微预计今年上半年实现营业收入约8.58亿元，同比减少约31%，归母净利润2000万元到3000万元，同比减少93%到89%。环比来看，第二季度公司营收增长约六成，归母净利润环比实现扭亏。",0
32280a61-53e8-4ba3-9f14-93d8daa3ec9d,根据文中提到的信息，中国大陆半导体产业目前处于转移的哪个阶段？,"第三代(Trench-PT) ：把沟道从表面变到垂直面， 所以基区的PIN效应增强， 栅极附近载流子浓度增大，从而提高了电导调制效应减小了导通电阻；同时由于沟道不在表面，栅极密度增加不受限制，工作时增强了电流导通能力。国内主要是这一代产品。

第四代(NPT) ：目前应用最广泛的一代产品。",0
32280a61-53e8-4ba3-9f14-93d8daa3ec9d,根据文中提到的信息，中国大陆半导体产业目前处于转移的哪个阶段？,"DRAM市场由三星、美光、海力士垄断了95%的份额，目前国产厂商合肥长鑫已经开始量产并在官网上架了相关产品，紫光集团也已建立DRAM事业部准备建厂。

NAND Flash的市场由三星、西数、铠侠等6家企业垄断。目前NAND Flash的发展方向是3D堆叠，国外先进企业均已纷纷开发出100层以上堆叠的NAND Flash。国产厂商长江存储已宣布128层产品研发成功，与国外先进企业的差距越来越小，已成为存储国产自主化的中坚力量。",0
3c62e242-d56f-42bd-9fb9-96edb04f95b8,"What is the significance of the ""棱镜门"" incident in relation to the increasing importance of information security in China?","“棱镜门”事件后国家对于信息安全日益重视，加上国产芯片华虹、同方国芯等国内IC设计厂商在技术水平上的不断进步，预计未来将批量生产，对国外芯片形成进口替代。

图片

资料来源：资产信息网 千际投行

分立器产业

半导体分立器件是指具有固定单一特性和功能，并且其本身在功能上不能再细分的半导体器件，如晶体管、二极管、电阻、电容、电感等。",1
3c62e242-d56f-42bd-9fb9-96edb04f95b8,"What is the significance of the ""棱镜门"" incident in relation to the increasing importance of information security in China?","Nor Flash存储龙头兆易创新预计上半年实现归母净利润约3.4亿元，同比下降超过七成，但环比第一季度增长近三成。

　　指纹识别芯片龙头汇顶科技也受消费电子市场需求不振影响，上半年预计营业收入20.2亿元左右，比上年同期增长10.5%左右，归母净利润亏损约1.37亿元。不过，公司业绩环比改善，第二季度公司净利润184万元左右，实现正增长。",0
3c62e242-d56f-42bd-9fb9-96edb04f95b8,"What is the significance of the ""棱镜门"" incident in relation to the increasing importance of information security in China?","从产品的功能分，半导体市场主要分为集成电路、光电器件、分立器件和传感器四大类。

据WSTS的数据，2017年集成电路、光电子、分立器件和传感器的市场规模分别为3431亿美元、348亿美元、217亿美元、126亿美元，占比分别为83%、9%、5%、3%;相较于2016年，集成电路增长24%，传感器增长16%，分立器件增长12%，光电器件成长9%。



存储器市场回暖价格上涨是2017年全球半导体市场最大的增长动因。",0
3c62e242-d56f-42bd-9fb9-96edb04f95b8,"What is the significance of the ""棱镜门"" incident in relation to the increasing importance of information security in China?","图片

资料来源：资产信息网 千际投行

半导体分立器件行业上游为分立器件芯片及铜材等，下游覆盖传统4C产业（通信、计算机、消费电子、汽车电子）以及智能电网、光伏、LED照明等新兴应用领域。其中，分立器件芯片是制造半导体分立器件产品的主要原材料，约占产品成本的50%左右。半导体分立器件的直接下游企业包括汽车电子、电源电器、仪器仪表等生产厂家，并通过该等直接客户与汽车、计算机、家用电器等众多最终消费品配套。",0
3c62e242-d56f-42bd-9fb9-96edb04f95b8,"What is the significance of the ""棱镜门"" incident in relation to the increasing importance of information security in China?","半导体产品的工艺和制造技术难度高、技术研发周期较长，这需要长时间的技术积累，短时间的高速增长难以实现技术赶超。受摩尔定律的约束，每个厂商都会持续推动创新，半导体的投资额最近几年也不断突破更高的水平。

据Gartner数据，2017年全球半导体资本支出为970亿美金，创过去5年新高。Gartner预计，2018、2019年全球半导体资本支出将分别增长9.0%和5.0%，资本支出金额分别为1057.3亿美元和1110亿美元。",0
adac284a-6625-46c6-8782-c83b1c2c6562,根据上下游产业链关系，分立器件行业的主要应用领域有哪些？,"图片

资料来源：资产信息网 千际投行

半导体分立器件行业上游为分立器件芯片及铜材等，下游覆盖传统4C产业（通信、计算机、消费电子、汽车电子）以及智能电网、光伏、LED照明等新兴应用领域。其中，分立器件芯片是制造半导体分立器件产品的主要原材料，约占产品成本的50%左右。半导体分立器件的直接下游企业包括汽车电子、电源电器、仪器仪表等生产厂家，并通过该等直接客户与汽车、计算机、家用电器等众多最终消费品配套。",1
adac284a-6625-46c6-8782-c83b1c2c6562,根据上下游产业链关系，分立器件行业的主要应用领域有哪些？,"分地区而言，受全球制造业产业重心转移等因素影响，亚太地区(除日本)已成为2000~2017年间全球半导体市场增长最为迅猛的区域，2000年该地区仅仅占全球25%份额，2017年该地区半导体市场销售规模达2488亿美元，占全球市场规模的60%(中国占32%)，其次为北美(22%)、欧洲(9%)和日本(9%)。

WSTS预测2018年亚太地区(除日本)仍将保持稳定增长，市场规模将达2681亿美元。",0
adac284a-6625-46c6-8782-c83b1c2c6562,根据上下游产业链关系，分立器件行业的主要应用领域有哪些？,长电科技作为A股半导体封装测试龙头，第二季度业绩也环比大幅增长。业绩预告显示，今年上半年公司实现归母净利润为4.46亿元到5.46亿元，同比减少64.65%到71.08%。公司一季度实现归母净利润约1.1亿元，第二季度或实现盈利3.36亿至4.36亿元，环比一季度增长约两倍以上，公司不断投入汽车电子、工业电子及高性能计算等领域，为新一轮应用需求增长做好准备。此前，长电科技介绍，面向高算力芯片公司推出了Chiplet高性能封装技术平台XDFOI。,0
adac284a-6625-46c6-8782-c83b1c2c6562,根据上下游产业链关系，分立器件行业的主要应用领域有哪些？,"2、半导体行业周期呈现什么特征？

通常来说，一个完整的半导体行业周期长达四到六年。本轮周期的上行阶段始于2019年下半年， 在新冠疫情、美国制裁等多方面影响下，终端环节倾向于提前采购、下长单囤货，需求前置导致整个产业链的供需关系发生变化，景气周期被拉长了。",0
adac284a-6625-46c6-8782-c83b1c2c6562,根据上下游产业链关系，分立器件行业的主要应用领域有哪些？,"支撑产业包括设计环节服务的EDA工具，IP和供应商，以及为制造侧方环节所需要的原材料和设备的供应商。这么大的产业，基础就是一块石头，自然界中所存在的含有硅的石头，通过一个类似于洗衣机的机器经过系列反应提纯，变成单晶硅棒，这些硅就是我们常说的半导体。

将单晶硅棒切割成薄薄的晶圆，最后在晶圆上集成电路，通过一些技术，把电路一层一层的堆叠起来，这样就形成了一块芯片。所以，晶圆相当于房子的地基。",0
5d1b835f-0025-4d73-a802-b69e9c51eab9,根据上下文信息，你认为下游应用市场的需求变动对半导体分立器件行业有什么样的影响？,下游应用市场的需求变动对半导体分立器件行业的发展具有较大的牵引及驱动作用。近年来，受益于国家经济刺激政策的实施以及新能源、新技术的应用，下游最终产品的市场需求保持着良好的增长态势，从而为半导体分立器件行业的发展提供了广阔的市场空间。,1
5d1b835f-0025-4d73-a802-b69e9c51eab9,根据上下文信息，你认为下游应用市场的需求变动对半导体分立器件行业有什么样的影响？,"信息技术的进步是背后的主要驱动力，伴随着电子产品在人类生活的更广泛普及以及智能化，汽车电子和AI的革命为整个行业的下一轮进化提供了动力，半导体行业有望长期保持旺盛的生命力。



▌产品结构:2017年集成电路约占八成，存储器是销售规模增长的最大动因

2017年全球半导体市场中集成电路销售额约占83%，集成电路销售额同比增长24%，位居半导体细分产品中增速最高的板块。",0
5d1b835f-0025-4d73-a802-b69e9c51eab9,根据上下文信息，你认为下游应用市场的需求变动对半导体分立器件行业有什么样的影响？,作为A股半导体设备龙头，北方华创受益于公司半导体设备业务的市场占有率稳步提升及经营效率不断提高，今年上半年实现营业收入78.2亿元~89.5亿元，同比增长43.65%~64.41%，归母净利润16.7亿元~19.3亿元，比上年同期增长121.30%~155.76%。相比之下，去年上半年公司归母净利润7.55亿元，同比增长1.43倍，延续高速增长。,0
5d1b835f-0025-4d73-a802-b69e9c51eab9,根据上下文信息，你认为下游应用市场的需求变动对半导体分立器件行业有什么样的影响？,"其中阿斯麦公司在光刻机设备上一家独大，2013~2017年一直拥有18%以上的全球半导体设备市场份额，凭借在高端光刻机市场上的垄断地位以及持续高额的研发投入，阿斯麦在设备市场上保持着较高的市场认可度。

与之并驾齐驱的是研发用于其他制造流程设备的应用材料与拉姆研究，两家公司近五年来也保持稳健的市场份额增长。

应用材料公司在其强势领域表现全面而稳定，一直占据着半导体设备销售额前三的位置。",0
5d1b835f-0025-4d73-a802-b69e9c51eab9,根据上下文信息，你认为下游应用市场的需求变动对半导体分立器件行业有什么样的影响？,"图 半导体行业财务分析

图片

图片

资料来源：资产信息网 千际投行

图 半导体行业估值变化和基准对比

图片

图片

图片

图片

资料来源：资产信息网 千际投行

半导体整体来看，行业发展的增速远远高于GDP增速，收入增长属于高速发展行业。但值得注意的是，此行业的整体净利润率在5.5%左右，前期大量成本需要摊销和新研发的投入拉低了利润。

3.",0
c79688db-9e1d-4de7-a11d-c5487ca856ef,根据资料，集成电路产业可以分为哪几个主要部分？,"图片

资料来源：资产信息网 千际投行

集成电路产业

集成电路产业可以分为IC设计、IC制造和IC封装测试，其中IC设计指根据市场需求，确定IC产品的设计要求，并将抽象的产品设计要求转化成特定的元器件组合，最终在芯片上予以实现的过程；IC制造指根据设计要求制作芯片的过程；IC封装测试是将芯片装入特定的管壳或用材料将其包裹起来，保护芯片免受外界影响。

图片

资料来源：资产信息网 千际投行

集成电路模式主要有两大类，一类是垂直一体化模式(IDM模式)。",1
c79688db-9e1d-4de7-a11d-c5487ca856ef,根据资料，集成电路产业可以分为哪几个主要部分？,"国家支持
发布扶持性政策包括《关于集成电路生产企业有关企业所得税政策》、《新时期促进集成电路产业和软件产业高质量发展的若干政策》、《关于支持集成电路产业和软件产业发展进口税收的通告》、《“十四五”规划和2035远景目标纲要》等文件，支持产业发展。

成立国家集成电路投资基金，2019年完成二期募集2,000亿元。

市场空间大
预计至2025年，我国集成电路市场规模可达到1,734-2,445亿美元，占全球市场的43.35%-45.64%，集成电路自给率要达到70%。",0
c79688db-9e1d-4de7-a11d-c5487ca856ef,根据资料，集成电路产业可以分为哪几个主要部分？,"图 半导体产品链和技术

图片

资料来源：资产信息网 千际投行

按照富士电机和三菱电机的标准，目前IGBT芯片经历了7代：衬底从PT穿通，NPT非穿通到FS场截止，栅极从平面到Trench沟槽，最后到微沟槽。芯片面积、工艺线宽、通态饱和压陈、关断时间、功率损耗等各项指标经历了不断的优化，断态电压也从600V提高到6500V以上。每一代工艺的提升都是对于材料更高效的利用。",0
c79688db-9e1d-4de7-a11d-c5487ca856ef,根据资料，集成电路产业可以分为哪几个主要部分？,"DRAM市场由三星、美光、海力士垄断了95%的份额，目前国产厂商合肥长鑫已经开始量产并在官网上架了相关产品，紫光集团也已建立DRAM事业部准备建厂。

NAND Flash的市场由三星、西数、铠侠等6家企业垄断。目前NAND Flash的发展方向是3D堆叠，国外先进企业均已纷纷开发出100层以上堆叠的NAND Flash。国产厂商长江存储已宣布128层产品研发成功，与国外先进企业的差距越来越小，已成为存储国产自主化的中坚力量。",0
c79688db-9e1d-4de7-a11d-c5487ca856ef,根据资料，集成电路产业可以分为哪几个主要部分？,"半导体纳米竞争的盲点，中国笑到最后?

太田泰彦：目前只有台积电和三星电子能制造出5纳米以内的半导体，这两家企业还在进行2纳米的竞赛，日本也进入这场竞争。但中国似乎放弃了前沿领域。其实，在比较数字大小的纳米竞争的背后，还有一条“战线”……",0
62fb47a0-6b88-4dac-b02d-36263b111d88,What are the two main types of business models in the semiconductor industry mentioned in the context information?,"采用该模式厂商涵盖从IC设计、制造到封装测试等各业务环节，代表厂商有英特尔、三星等。另一类是专业代工模式，每个环节均由特定的厂商负责完成，包括无晶圆厂商(Fabless)，采用该模式的厂商仅进行芯片的设计、研发、应用和销售，而将制造、封装和测试外包，代表厂商如联发科；向IC设计公司提供生产制造专门服务的晶圆代工厂商(Foundry)，如台积电；专业从事IC封装测试的厂商，如日月光。

图片

资料来源：资产信息网 千际投行

2.",1
62fb47a0-6b88-4dac-b02d-36263b111d88,What are the two main types of business models in the semiconductor industry mentioned in the context information?,"240亿美元，年增幅度高达61.5%，其中DRAM销售大增76.8%、NANDFlash也大增47.5%;其他增幅较大的半导体器件包括整流器(rectifier)(同比增长18.3%)、diodes(同比增长16.4%)、传感器和制动器(同比增长16.2%)。



半导体行业在2017年的高成长性是过去十年中是十分罕见的，除了存储器供不应求导致涨价外，汽车电子与物联网等新兴行业需求也是背后重要的推手。

据WSTS估计，若剔除存储器的影响，2017年其他半导体器件的合并销售也成长将近10%。",0
62fb47a0-6b88-4dac-b02d-36263b111d88,What are the two main types of business models in the semiconductor industry mentioned in the context information?,"图 半导体产品链和技术

图片

资料来源：资产信息网 千际投行

按照富士电机和三菱电机的标准，目前IGBT芯片经历了7代：衬底从PT穿通，NPT非穿通到FS场截止，栅极从平面到Trench沟槽，最后到微沟槽。芯片面积、工艺线宽、通态饱和压陈、关断时间、功率损耗等各项指标经历了不断的优化，断态电压也从600V提高到6500V以上。每一代工艺的提升都是对于材料更高效的利用。",0
62fb47a0-6b88-4dac-b02d-36263b111d88,What are the two main types of business models in the semiconductor industry mentioned in the context information?,"前不久，刚刚结束访华行程的美商务部长雷蒙多宣称将继续向中国出售芯片，但美国“永远不会向中国出售最强大的芯片”。美国是否能凭一己之力改变半导体行业生态？带着这一问题，谭主找美国半导体行业协会总裁约翰·诺伊弗聊了聊。
近期的市场上，半导体板块看起来美，爱起来也累，今天涨，明天跌，到底能不能接呢？",0
62fb47a0-6b88-4dac-b02d-36263b111d88,What are the two main types of business models in the semiconductor industry mentioned in the context information?,"中国半导体产业链渐趋完善，产业生态体系逐步成形

目前我国垂直分工模式的芯片产业链初步搭建成形，产业上中下游已然打通，涌现出一批实力较强的代表性本土企业。集成电路是基础性、先导性产业，涉及国家信息安全，做大做强集成电路产业已成为国家产业转型的战略先导。

近年来，中国集成电路技术水平与国际差距正在逐步缩小，产业已经进入快速发展的轨道。

其中主要包括:1)以华为海思、紫光展锐等为代表的芯片设计企业;",0
7c5a3c79-4f2e-47eb-9895-32ce1cd6822f,根据文中提到的技术发展，三维芯片和晶体管的发展如何影响半导体行业？,"2 技术发展

半导体行业技术在不断创新和进步，以下是一些当前和未来可能的技术发展：

三维芯片：三维芯片是一种新型的芯片封装技术，它可以把芯片的各个部分组合起来，使得芯片更小、更快、更节能。未来，三维芯片技术有望进一步发展，应用范围也将更加广泛。

晶体管的不断缩小：随着晶体管尺寸的不断缩小，半导体的集成度也在不断提高，性能也在不断改善。",1
7c5a3c79-4f2e-47eb-9895-32ce1cd6822f,根据文中提到的技术发展，三维芯片和晶体管的发展如何影响半导体行业？,"分地区而言，受全球制造业产业重心转移等因素影响，亚太地区(除日本)已成为2000~2017年间全球半导体市场增长最为迅猛的区域，2000年该地区仅仅占全球25%份额，2017年该地区半导体市场销售规模达2488亿美元，占全球市场规模的60%(中国占32%)，其次为北美(22%)、欧洲(9%)和日本(9%)。

WSTS预测2018年亚太地区(除日本)仍将保持稳定增长，市场规模将达2681亿美元。",0
7c5a3c79-4f2e-47eb-9895-32ce1cd6822f,根据文中提到的技术发展，三维芯片和晶体管的发展如何影响半导体行业？,"在世界上最有名的100个商标的列表中，三星电子是唯一的一个韩国商标，是韩国民族工业的象征。

（3）Hynix 海力士芯片生产商，源于韩国品牌英文缩写""HY""。海力士即原现代内存，2001年更名为海力士。海力士半导体是世界第三大DRAM制造商，也在整个半导体公司中占第九位。海力士半导体以超卓的技术和持续不断的研究投资为基础，每年都在开辟已步入纳米级超微细技术领域的半导体技术的崭新领域。",0
7c5a3c79-4f2e-47eb-9895-32ce1cd6822f,根据文中提到的技术发展，三维芯片和晶体管的发展如何影响半导体行业？,"华天科技也预计上半年业绩下降，实现盈利5000万元~7000万元，比上年同期下降90.27%－86.38%。不过，第一季度公司亏损约1亿元，第二季度预计实现扭亏为盈。

　　除了人工智能带来高性能计算市场拉动，汽车电子开始逐步贡献业绩。

　　晶方科技预计，上半年实现净利润7000万元~8000万元，同比下降58.11%~63.35%；扣非后，公司净利润同比下降57.57%~62.22%。对比一季度盈利2857万元，公司二季度盈利环比或翻倍。",0
7c5a3c79-4f2e-47eb-9895-32ce1cd6822f,根据文中提到的技术发展，三维芯片和晶体管的发展如何影响半导体行业？,"98亿元，其中，当期汇兑损失造成净利润减少约2.03亿元，剔除该因素，上半年公司净利润为正。通富微电介绍，全球半导体市场疲软,下游需求复苏不及预期，导致封测环节业务承压,公司传统业务亦受到较大影响。作为应对，公司调整产品布局，在高性能计算、新能源、汽车电子、存储、显示驱动等领域实现营收增长，积极推动Chiplet（芯粒）市场化应用,实现了规模性量产。",0
1785ec53-c531-4f5c-b0ac-db945ebfbe59,"What are some potential advancements in semiconductor technology in the future, according to the context information provided?","未来，晶体管可能会进一步缩小到纳米级别，这将使得半导体产品更小、更快、更省电。

新型存储技术：新型存储技术如固态硬盘（SSD）和三维堆叠存储（3D NAND）已经开始普及，它们具有更高的速度、更大的容量和更低的功耗。未来，这些技术有望得到进一步的改进和应用。

光电子器件：光电子器件将光学和电子学相结合，可以实现更快的数据传输和处理速度。未来，光电子技术可能会在计算机、通信、医疗等领域得到更广泛的应用。",1
1785ec53-c531-4f5c-b0ac-db945ebfbe59,"What are some potential advancements in semiconductor technology in the future, according to the context information provided?","新增长点
我国是全球最大的半导体消费市场，2020年市场需求额占全球份额超过50%，中国半导体产品国际市场占有率仅为4%。

人工智能、汽车电子、工业机器人半导体、物联网、智能终端成为电子行业重要增长点。

产业转移
缺芯压力大，全球新建扩建晶圆厂。2018年至2020年全球62座新晶圆厂中的40%座坐落中国大陆，领先美国与台湾。中国大陆成为全球集成电路制造产业转移主要目的地。",0
1785ec53-c531-4f5c-b0ac-db945ebfbe59,"What are some potential advancements in semiconductor technology in the future, according to the context information provided?","加速去库存

　　由于终端消费电子市场低迷，芯片设计企业上半年业绩同比普遍预降，但随着去库存推进，部分企业业绩触底企稳，并在二季度环比增长。

　　作为AIot（人工智能与物联网）芯片龙头，瑞芯微预计今年上半年实现营业收入约8.58亿元，同比减少约31%，归母净利润2000万元到3000万元，同比减少93%到89%。环比来看，第二季度公司营收增长约六成，归母净利润环比实现扭亏。",0
1785ec53-c531-4f5c-b0ac-db945ebfbe59,"What are some potential advancements in semiconductor technology in the future, according to the context information provided?","本土企业中，包括上海中微半导体、北方华创、长川科技、北京华峰等业内少数专用设备制造商通过多年的研发和积累，已掌握了相关核心技术，拥有自主知识产权，具备一定规模和品牌知名度，占据了一定市场份额。

在02专项和大基金的扶持下，国内的半导体制造企业如:北方华创、中微半导体、沈阳拓荆等已经在技术上取得了一系列突破，多种半导体设备研制成功。",0
1785ec53-c531-4f5c-b0ac-db945ebfbe59,"What are some potential advancements in semiconductor technology in the future, according to the context information provided?","DRAM市场由三星、美光、海力士垄断了95%的份额，目前国产厂商合肥长鑫已经开始量产并在官网上架了相关产品，紫光集团也已建立DRAM事业部准备建厂。

NAND Flash的市场由三星、西数、铠侠等6家企业垄断。目前NAND Flash的发展方向是3D堆叠，国外先进企业均已纷纷开发出100层以上堆叠的NAND Flash。国产厂商长江存储已宣布128层产品研发成功，与国外先进企业的差距越来越小，已成为存储国产自主化的中坚力量。",0
982505e5-848d-4403-9d98-c5d5d369af0e,根据文中提到的信息，绿色半导体技术的目标是什么？,"绿色半导体：绿色半导体技术致力于减少半导体生产过程中对环境的影响，包括减少化学物质的使用、提高能源效率和废弃物的回收利用等。未来，绿色半导体技术将会成为行业的重要趋势和方向。

半导体技术的不断创新和发展将推动半导体行业向更高性能、更节能、更环保的方向发展，为人类创造更多的便利和价值。",1
982505e5-848d-4403-9d98-c5d5d369af0e,根据文中提到的信息，绿色半导体技术的目标是什么？,我们预计2018年中国集成电路产业销售规模有望超过6000亿元，2020年规模有望达9000亿元级别。根据《国家集成电路产业发展推进纲要》，到2020年中国集成电路全行业销售收入年均增速超过20%。,0
982505e5-848d-4403-9d98-c5d5d369af0e,根据文中提到的信息，绿色半导体技术的目标是什么？,"半导体集成电路行业现状

销售额份额全球占比由2010年的8.6%扩大到2020年34.4%。

半导体集成电路行业现状

二、产业结构不断优化

集成电路产业结构已初步形成设计、制造和封装测试三业协调发展格局。

2021年设计业销售额为4,519亿元，同比增长19.6%；制造业销售额为3,176.3亿元，同比增长24.1%；封装测试业销售额2,763亿元，同比增长10.1%。

三业占比分别为43%、30%、26%，较2014年的产业比例趋势愈加合理（全球三业合理占比约为3:4:3）。",0
982505e5-848d-4403-9d98-c5d5d369af0e,根据文中提到的信息，绿色半导体技术的目标是什么？,"95%以上半导体的半导体器件和99%以上的集成电路是用硅材料制作的。以硅材料为主体，GaAs半导体材料及新一代宽禁带半导体材料共同发展将成为未来半导体材料业发展的主流。

分立器件产业是半导体行业的一个分支，但也极其重要。半导体分立器件是指具有固定单一特性和功能，并且其本身在功能上不能再细分的半导体器件，如晶体管、二极管、电阻、电容、电感等。",0
982505e5-848d-4403-9d98-c5d5d369af0e,根据文中提到的信息，绿色半导体技术的目标是什么？,我们预计2018年中国集成电路产业销售规模有望超过6000亿元，2020年规模有望达9000亿元级别。根据《国家集成电路产业发展推进纲要》，到2020年中国集成电路全行业销售收入年均增速超过20%。,0
804b6719-40a5-409a-af6c-36c8726b57b6,根据文中提到的信息，请问IGBT芯片经历了多少代？,"图 半导体产品链和技术

图片

资料来源：资产信息网 千际投行

按照富士电机和三菱电机的标准，目前IGBT芯片经历了7代：衬底从PT穿通，NPT非穿通到FS场截止，栅极从平面到Trench沟槽，最后到微沟槽。芯片面积、工艺线宽、通态饱和压陈、关断时间、功率损耗等各项指标经历了不断的优化，断态电压也从600V提高到6500V以上。每一代工艺的提升都是对于材料更高效的利用。",1
804b6719-40a5-409a-af6c-36c8726b57b6,根据文中提到的信息，请问IGBT芯片经历了多少代？,"以英特尔(Intel)、三星(Samsung)、高通(Qualcomm)等为代表的国际先进企业在技术、产品、上下游和市场等方面拥有雄厚的综合实力，占据着我国芯片市场主要份额。



▌产业趋势:投资不断攀高，行业日趋集中，业界强者恒强

集成电路产业是资本密集型、技术密集型产业。

从工业上讲，集成电路的集成度不断提高，现已经发展到过亿门电路数量级。一款芯片的设计和研发往往需要花费1~2年甚至更长的时间，企业需要为此投入大量的人力、物力、财力。",0
804b6719-40a5-409a-af6c-36c8726b57b6,根据文中提到的信息，请问IGBT芯片经历了多少代？,"2021年全球半导体公司将产量大幅提高至前所未有的水平，由此带来了芯片出货量和销售额的飙升。

国家经济战略先导 智能制造发展核“芯”

集成电路行业作为全球信息产业的基础，在产业资本的驱动下，已逐渐成为衡量一个国家或地区综合竞争力的重要标志和地区经济的晴雨表。

集成电路产业作为电子信息产业的核心，是支撑国家经济社会发展的战略性、基础性、先导性产业。",0
804b6719-40a5-409a-af6c-36c8726b57b6,根据文中提到的信息，请问IGBT芯片经历了多少代？,"随着全球经济的逐步复苏，PC、手机、液晶电视等消费类电子产品需求不断增加，新兴应用领域(物联网、可穿戴设备、云计算、大数据、新能源、医疗电子和安防电子等)需求强劲，并且存储器价格大幅上涨，据WSTS数据，2017年全球半导体销售规模达到4,122亿美元/yoy+21.6%，2014~2017年CAGR约为7.8%。

据WSTS预测，2018年全球半导体市场规模有望增长至4,512亿美元/yoy+9.5%，市场景气度有望延续，再创历史新高。",0
804b6719-40a5-409a-af6c-36c8726b57b6,根据文中提到的信息，请问IGBT芯片经历了多少代？,"2、半导体行业周期呈现什么特征？

通常来说，一个完整的半导体行业周期长达四到六年。本轮周期的上行阶段始于2019年下半年， 在新冠疫情、美国制裁等多方面影响下，终端环节倾向于提前采购、下长单囤货，需求前置导致整个产业链的供需关系发生变化，景气周期被拉长了。",0
79289ec7-652f-45fd-906c-664bf99c2ab7,What are the limitations of the first generation (PT) IGBT products mentioned in the text?,"从1988年至今，每一代产品的升级需要5年以上时间才能占领50%左右的市场。

图片

资料来源：资产信息网 千际投行

第一代(PT)：产品采用“辐照”手段，由于体内晶体结构本身原因造成“负温度系数”各IGBT原胞通态压降不一致， 不利于并联运行， 第一代IGBT电流只有25A， 且容量小， 有擎住现象，速度低。",1
